Customer ID,Totalexpenses,Frequency,LastInvoiceDate,Recency,Cluster,Cluster_Label
12393.0,2337.85,6,2011-09-28 15:41:00,71,2,Mid-Tier Customer
12394.0,1080.48,2,2011-10-07 08:08:00,63,0,Occasional Shopper
12395.0,4370.18,15,2011-11-20 15:21:00,18,1,Loyal High-Value
12396.0,763.63,1,2010-02-03 13:22:00,673,3,Lost or Dormant
12397.0,2199.9,2,2011-11-04 09:52:00,35,2,Mid-Tier Customer
12398.0,1381.46,1,2011-10-25 10:27:00,45,0,Occasional Shopper
12399.0,1762.26,7,2011-08-12 13:15:00,118,2,Mid-Tier Customer
12400.0,205.25,1,2010-10-21 13:45:00,413,3,Lost or Dormant
12401.0,36.45,1,2011-02-09 13:50:00,302,3,Lost or Dormant
12402.0,1039.4,6,2011-01-20 13:49:00,322,2,Mid-Tier Customer
12403.0,9.9,1,2011-10-21 10:51:00,49,0,Occasional Shopper
12405.0,1193.41,1,2011-07-14 08:52:00,148,0,Occasional Shopper
12407.0,1309.3,5,2011-10-21 10:11:00,49,2,Mid-Tier Customer
12408.0,3633.97,8,2011-11-07 12:27:00,32,1,Loyal High-Value
12410.0,750.31,3,2011-02-04 10:39:00,308,3,Lost or Dormant
12411.0,346.9,1,2010-10-26 09:25:00,409,3,Lost or Dormant
12412.0,2324.77,6,2011-09-26 10:16:00,74,2,Mid-Tier Customer
12413.0,774.65,4,2011-10-04 09:00:00,66,0,Occasional Shopper
12414.0,340.56,4,2011-05-06 14:51:00,216,0,Occasional Shopper
12416.0,182.28,1,2010-02-21 10:19:00,656,3,Lost or Dormant
12418.0,1883.7,4,2011-08-19 11:08:00,112,2,Mid-Tier Customer
12419.0,339.65000000000003,2,2010-11-19 10:04:00,385,3,Lost or Dormant
12420.0,585.54,1,2011-10-07 08:55:00,63,0,Occasional Shopper
12421.0,737.3,6,2011-11-24 09:07:00,15,2,Mid-Tier Customer
12422.0,3347.73,12,2011-09-05 09:48:00,95,1,Loyal High-Value
12423.0,2021.85,10,2011-12-09 10:10:00,0,1,Loyal High-Value
12424.0,3196.12,4,2011-06-30 12:06:00,162,2,Mid-Tier Customer
12425.0,1472.8700000000001,2,2011-09-22 17:31:00,77,0,Occasional Shopper
12426.0,1186.81,2,2011-05-29 12:26:00,194,0,Occasional Shopper
12427.0,949.3,3,2011-11-18 08:56:00,21,0,Occasional Shopper
12430.0,216.4,1,2011-10-27 15:09:00,42,0,Occasional Shopper
12432.0,3242.12,4,2011-10-28 11:43:00,42,2,Mid-Tier Customer
12434.0,1027.83,3,2011-09-16 12:38:00,84,0,Occasional Shopper
12436.0,330.91,1,2011-09-01 12:09:00,99,0,Occasional Shopper
12438.0,2436.13,2,2011-11-25 13:28:00,13,2,Mid-Tier Customer
12439.0,978.1,2,2010-01-26 12:11:00,682,3,Lost or Dormant
12440.0,514.2,2,2010-09-03 13:11:00,461,3,Lost or Dormant
12441.0,234.60000000000002,1,2010-12-08 10:45:00,366,3,Lost or Dormant
12442.0,144.06,1,2011-12-06 14:22:00,2,0,Occasional Shopper
12443.0,319.91,1,2009-12-07 15:42:00,731,3,Lost or Dormant
12444.0,3926.7,5,2011-11-18 13:23:00,20,1,Loyal High-Value
12445.0,253.33,2,2011-11-17 18:43:00,21,0,Occasional Shopper
12446.0,949.5600000000001,1,2011-10-13 12:50:00,57,0,Occasional Shopper
12447.0,411.99,1,2011-04-10 13:25:00,242,0,Occasional Shopper
12448.0,310.37,1,2011-10-26 13:46:00,43,0,Occasional Shopper
12449.0,4126.29,5,2011-11-17 13:46:00,21,1,Loyal High-Value
12450.0,688.2,5,2011-07-06 14:41:00,155,0,Occasional Shopper
12452.0,348.57,1,2011-11-23 08:05:00,16,0,Occasional Shopper
12453.0,707.09,1,2011-07-28 14:08:00,133,0,Occasional Shopper
12456.0,2437.08,3,2011-10-26 14:41:00,43,2,Mid-Tier Customer
12457.0,2043.93,5,2011-09-14 15:54:00,85,2,Mid-Tier Customer
12458.0,1277.43,4,2011-09-29 15:25:00,70,2,Mid-Tier Customer
12459.0,398.36,1,2010-04-13 14:53:00,604,3,Lost or Dormant
12460.0,266.25,1,2010-09-09 13:51:00,455,3,Lost or Dormant
12461.0,626.88,1,2011-07-08 10:23:00,154,0,Occasional Shopper
12462.0,907.39,2,2011-11-21 09:11:00,18,0,Occasional Shopper
12463.0,1138.05,4,2011-10-17 13:44:00,52,2,Mid-Tier Customer
12464.0,957.05,8,2011-11-29 13:33:00,9,2,Mid-Tier Customer
12465.0,665.59,2,2011-11-22 16:34:00,16,0,Occasional Shopper
12467.0,132.8,1,2010-10-12 15:41:00,422,3,Lost or Dormant
12468.0,3082.95,5,2011-06-05 11:36:00,187,2,Mid-Tier Customer
12469.0,2421.21,2,2010-07-05 12:40:00,522,3,Lost or Dormant
12470.0,105.0,1,2010-01-19 11:01:00,689,3,Lost or Dormant
12473.0,2344.4,3,2011-10-17 11:27:00,53,2,Mid-Tier Customer
12475.0,1050.34,2,2011-10-17 10:10:00,53,0,Occasional Shopper
12478.0,545.99,1,2011-12-06 09:56:00,3,0,Occasional Shopper
12479.0,443.2,1,2011-11-28 13:26:00,10,0,Occasional Shopper
12480.0,4410.03,7,2011-11-11 14:52:00,27,1,Loyal High-Value
12484.0,4663.53,9,2011-11-04 15:18:00,34,1,Loyal High-Value
12485.0,633.7,1,2010-06-28 15:22:00,528,3,Lost or Dormant
12486.0,821.82,1,2010-10-04 12:14:00,431,3,Lost or Dormant
12487.0,285.29999999999995,1,2009-12-09 11:36:00,730,3,Lost or Dormant
12488.0,1198.46,3,2011-11-30 08:50:00,9,0,Occasional Shopper
12489.0,289.03,1,2011-01-07 13:13:00,335,3,Lost or Dormant
12491.0,424.40000000000003,1,2011-11-01 12:18:00,38,0,Occasional Shopper
12492.0,521.5600000000001,3,2011-10-07 15:15:00,62,0,Occasional Shopper
12493.0,379.74,2,2011-06-27 10:17:00,165,0,Occasional Shopper
12494.0,1456.43,9,2011-11-24 09:34:00,15,2,Mid-Tier Customer
12495.0,187.35,1,2010-03-09 10:53:00,640,3,Lost or Dormant
12496.0,42.84,2,2010-03-29 14:06:00,619,3,Lost or Dormant
12498.0,349.70000000000005,3,2011-11-18 12:53:00,20,0,Occasional Shopper
12499.0,338.22,1,2010-05-28 15:12:00,559,3,Lost or Dormant
12501.0,1834.06,1,2011-01-07 12:28:00,336,3,Lost or Dormant
12502.0,2740.67,5,2011-09-05 11:52:00,95,2,Mid-Tier Customer
12504.0,689.05,4,2011-11-21 16:02:00,17,0,Occasional Shopper
12505.0,787.2,1,2010-10-27 09:18:00,408,3,Lost or Dormant
12506.0,73.5,1,2011-04-21 08:54:00,232,0,Occasional Shopper
12507.0,1496.36,4,2011-07-28 17:09:00,133,2,Mid-Tier Customer
12508.0,378.65,2,2011-11-13 15:37:00,25,0,Occasional Shopper
12509.0,109.0,1,2011-02-28 14:45:00,283,3,Lost or Dormant
12510.0,2434.23,7,2011-07-20 10:15:00,142,2,Mid-Tier Customer
12511.0,2736.21,1,2010-10-07 10:39:00,428,3,Lost or Dormant
12512.0,106.47,2,2011-10-04 14:55:00,65,0,Occasional Shopper
12513.0,547.79,1,2011-08-19 10:51:00,112,0,Occasional Shopper
12514.0,1525.44,2,2011-03-17 16:38:00,266,0,Occasional Shopper
12515.0,243.0,1,2010-12-21 15:43:00,352,3,Lost or Dormant
12516.0,1731.48,4,2011-09-23 09:13:00,77,2,Mid-Tier Customer
12517.0,2199.67,4,2011-11-11 13:57:00,27,2,Mid-Tier Customer
12518.0,1780.59,5,2011-12-09 10:13:00,0,2,Mid-Tier Customer
12519.0,569.04,2,2011-10-07 09:26:00,63,0,Occasional Shopper
12520.0,2177.15,5,2011-09-21 15:23:00,78,2,Mid-Tier Customer
12521.0,545.68,1,2011-07-20 10:51:00,142,0,Occasional Shopper
12522.0,156.72,2,2011-10-31 15:30:00,38,0,Occasional Shopper
12525.0,791.0,3,2010-07-29 16:08:00,497,3,Lost or Dormant
12526.0,1162.46,3,2011-12-09 12:09:00,0,0,Occasional Shopper
12527.0,512.79,5,2011-09-19 11:55:00,81,0,Occasional Shopper
12528.0,1325.36,6,2011-11-30 14:40:00,8,2,Mid-Tier Customer
12529.0,316.48,1,2010-06-29 13:10:00,527,3,Lost or Dormant
12530.0,2749.85,9,2011-10-11 12:34:00,59,1,Loyal High-Value
12531.0,1663.26,2,2011-11-25 11:12:00,14,0,Occasional Shopper
12532.0,313.83000000000004,1,2011-11-09 13:47:00,29,0,Occasional Shopper
12533.0,988.64,2,2010-03-22 10:56:00,627,3,Lost or Dormant
12534.0,869.97,1,2011-08-01 10:26:00,130,0,Occasional Shopper
12535.0,600.75,2,2011-09-09 08:48:00,91,0,Occasional Shopper
12536.0,4078.54,1,2011-10-11 14:52:00,58,2,Mid-Tier Customer
12537.0,528.29,1,2010-10-27 08:36:00,408,3,Lost or Dormant
12538.0,553.75,2,2011-11-10 17:16:00,28,0,Occasional Shopper
12541.0,841.18,3,2011-11-10 10:40:00,29,0,Occasional Shopper
12542.0,402.42,2,2010-08-12 19:12:00,483,3,Lost or Dormant
12543.0,824.65,1,2010-09-17 15:51:00,447,3,Lost or Dormant
12544.0,286.7,1,2011-11-03 16:15:00,35,0,Occasional Shopper
12545.0,742.39,2,2011-09-25 13:39:00,74,0,Occasional Shopper
12546.0,1021.5,2,2011-10-24 12:09:00,46,0,Occasional Shopper
12547.0,299.58,3,2011-05-26 12:38:00,197,0,Occasional Shopper
12548.0,67.19999999999999,1,2011-06-26 15:35:00,165,0,Occasional Shopper
12549.0,1446.78,5,2010-05-13 12:05:00,575,3,Lost or Dormant
12550.0,705.34,1,2011-09-21 14:35:00,78,0,Occasional Shopper
12551.0,129.0,1,2010-12-17 11:23:00,357,3,Lost or Dormant
12552.0,279.57,1,2011-10-31 12:11:00,39,0,Occasional Shopper
12553.0,3409.53,11,2011-12-01 16:38:00,7,1,Loyal High-Value
12554.0,325.3,1,2010-09-17 12:29:00,448,3,Lost or Dormant
12556.0,545.0699999999999,2,2011-10-20 13:06:00,49,0,Occasional Shopper
12557.0,3745.18,5,2011-11-23 16:59:00,15,1,Loyal High-Value
12558.0,228.76,1,2011-12-02 10:41:00,7,0,Occasional Shopper
12559.0,525.71,2,2011-02-02 09:49:00,310,3,Lost or Dormant
12560.0,1787.31,2,2011-12-04 13:54:00,4,0,Occasional Shopper
12561.0,224.0,1,2011-02-10 11:39:00,302,3,Lost or Dormant
12562.0,4264.72,9,2011-12-01 17:20:00,7,1,Loyal High-Value
12563.0,108.74,1,2010-10-27 09:52:00,408,3,Lost or Dormant
12564.0,367.35,1,2011-03-23 14:55:00,260,0,Occasional Shopper
12565.0,145.92,1,2011-02-24 10:34:00,288,3,Lost or Dormant
12566.0,276.65,1,2011-09-14 14:30:00,85,0,Occasional Shopper
12568.0,41.5,1,2010-03-05 09:15:00,644,3,Lost or Dormant
12571.0,511.81,2,2011-10-31 10:19:00,39,0,Occasional Shopper
12572.0,880.08,2,2011-12-01 09:20:00,8,0,Occasional Shopper
12573.0,478.14,5,2011-04-26 15:52:00,226,0,Occasional Shopper
12574.0,182.45000000000002,1,2011-01-28 09:20:00,315,3,Lost or Dormant
12575.0,523.8199999999999,2,2010-09-08 13:09:00,456,3,Lost or Dormant
12576.0,1939.16,8,2011-11-04 10:11:00,35,2,Mid-Tier Customer
12577.0,1558.44,8,2011-11-04 13:24:00,34,2,Mid-Tier Customer
12578.0,3731.4500000000003,4,2011-11-18 13:30:00,20,1,Loyal High-Value
12579.0,365.42,1,2011-09-22 17:15:00,77,0,Occasional Shopper
12580.0,833.9,2,2011-04-07 10:24:00,246,0,Occasional Shopper
12581.0,169.21,1,2011-10-31 08:56:00,39,0,Occasional Shopper
12582.0,1632.0,4,2011-04-15 08:45:00,238,2,Mid-Tier Customer
12584.0,2125.4500000000003,9,2011-12-06 09:35:00,3,1,Loyal High-Value
12585.0,1813.6,2,2011-04-19 13:39:00,233,2,Mid-Tier Customer
12586.0,1734.57,4,2011-11-22 16:24:00,16,2,Mid-Tier Customer
12587.0,104.0,1,2011-12-02 12:47:00,7,0,Occasional Shopper
12588.0,650.2,3,2011-10-31 15:01:00,38,0,Occasional Shopper
12589.0,3016.66,6,2011-11-11 10:19:00,28,2,Mid-Tier Customer
12591.0,1118.25,3,2011-01-26 14:35:00,316,3,Lost or Dormant
12592.0,1710.44,4,2011-09-08 15:04:00,91,2,Mid-Tier Customer
12593.0,342.59999999999997,3,2011-08-23 12:43:00,108,0,Occasional Shopper
12595.0,251.17000000000002,1,2010-07-23 09:10:00,504,3,Lost or Dormant
12596.0,404.17,2,2011-10-19 13:02:00,50,0,Occasional Shopper
12597.0,3066.31,4,2011-11-20 13:33:00,18,2,Mid-Tier Customer
12598.0,3932.79,10,2011-11-30 12:18:00,9,1,Loyal High-Value
12599.0,2007.22,13,2011-11-10 13:34:00,28,1,Loyal High-Value
12601.0,537.86,6,2011-06-03 10:17:00,189,2,Mid-Tier Customer
12602.0,153.12,1,2011-10-12 11:22:00,58,0,Occasional Shopper
12603.0,613.1999999999999,1,2011-11-18 10:42:00,21,0,Occasional Shopper
12604.0,204.98000000000002,2,2011-09-21 14:08:00,78,0,Occasional Shopper
12605.0,1039.15,3,2010-11-28 14:18:00,375,3,Lost or Dormant
12607.0,1508.81,1,2011-10-10 16:06:00,59,0,Occasional Shopper
12608.0,350.89000000000004,1,2010-10-31 10:49:00,404,3,Lost or Dormant
12609.0,2801.9900000000002,9,2011-09-22 16:34:00,77,1,Loyal High-Value
12610.0,1656.19,4,2011-11-17 09:34:00,22,2,Mid-Tier Customer
12611.0,1133.1,1,2011-10-18 13:12:00,51,0,Occasional Shopper
12612.0,68.03999999999999,1,2011-09-26 15:35:00,73,0,Occasional Shopper
12614.0,249.6,1,2011-03-07 10:22:00,277,0,Occasional Shopper
12616.0,1023.1,3,2011-09-05 15:17:00,94,0,Occasional Shopper
12617.0,355.53,1,2011-11-10 14:39:00,28,0,Occasional Shopper
12618.0,137.31,1,2011-11-18 11:10:00,21,0,Occasional Shopper
12619.0,2851.55,9,2011-11-23 14:52:00,15,1,Loyal High-Value
12620.0,1169.15,3,2011-11-25 10:20:00,14,0,Occasional Shopper
12622.0,147.1,1,2011-04-21 16:39:00,231,0,Occasional Shopper
12623.0,2884.8,7,2011-03-08 13:50:00,275,2,Mid-Tier Customer
12624.0,511.03000000000003,2,2011-08-25 15:04:00,105,0,Occasional Shopper
12625.0,4383.98,4,2011-05-12 09:54:00,211,1,Loyal High-Value
12627.0,3837.77,6,2011-11-29 12:07:00,10,1,Loyal High-Value
12628.0,699.76,3,2011-12-05 13:15:00,3,0,Occasional Shopper
12629.0,1198.22,2,2010-11-19 09:18:00,385,3,Lost or Dormant
12630.0,940.18,2,2011-11-30 10:48:00,9,0,Occasional Shopper
12631.0,2799.32,6,2011-10-13 13:53:00,56,2,Mid-Tier Customer
12632.0,714.88,2,2010-07-07 09:39:00,520,3,Lost or Dormant
12634.0,360.0,1,2010-06-09 15:41:00,547,3,Lost or Dormant
12635.0,2412.55,4,2011-09-11 11:04:00,89,2,Mid-Tier Customer
12638.0,638.65,2,2011-11-06 13:11:00,32,0,Occasional Shopper
12639.0,858.02,3,2011-04-15 12:48:00,238,0,Occasional Shopper
12640.0,994.58,3,2011-11-16 11:52:00,23,0,Occasional Shopper
12641.0,145.9,1,2011-08-16 13:26:00,114,0,Occasional Shopper
12642.0,875.26,3,2011-11-14 15:03:00,24,0,Occasional Shopper
12644.0,1582.64,4,2011-08-02 10:33:00,129,2,Mid-Tier Customer
12645.0,3152.96,8,2011-11-06 12:38:00,33,1,Loyal High-Value
12646.0,1214.17,2,2011-12-05 10:14:00,4,0,Occasional Shopper
12648.0,772.6999999999999,4,2011-07-08 11:55:00,154,0,Occasional Shopper
12649.0,1972.27,8,2011-08-24 14:41:00,106,2,Mid-Tier Customer
12650.0,242.44000000000003,1,2011-12-06 16:34:00,2,0,Occasional Shopper
12651.0,334.85,4,2011-01-09 12:46:00,334,3,Lost or Dormant
12652.0,876.03,2,2011-01-12 15:00:00,330,3,Lost or Dormant
12653.0,3917.83,3,2011-07-14 10:41:00,148,2,Mid-Tier Customer
12654.0,529.98,5,2011-11-29 10:10:00,10,0,Occasional Shopper
12655.0,243.35000000000002,1,2010-10-12 09:17:00,423,3,Lost or Dormant
12657.0,1427.18,4,2011-11-28 15:47:00,10,2,Mid-Tier Customer
12658.0,460.75,1,2011-11-21 10:22:00,18,0,Occasional Shopper
12659.0,73.68,1,2011-11-10 11:53:00,29,0,Occasional Shopper
12660.0,211.8,1,2011-11-28 13:26:00,10,0,Occasional Shopper
12661.0,162.0,1,2010-09-29 16:46:00,435,3,Lost or Dormant
12663.0,120.0,2,2010-03-25 09:40:00,624,3,Lost or Dormant
12664.0,85.5,2,2011-09-13 15:35:00,86,0,Occasional Shopper
12665.0,259.6,3,2011-01-19 08:34:00,324,3,Lost or Dormant
12666.0,1218.72,1,2010-11-10 16:40:00,393,3,Lost or Dormant
12667.0,432.23,1,2011-10-12 17:00:00,57,0,Occasional Shopper
12669.0,1366.53,2,2011-07-12 09:54:00,150,0,Occasional Shopper
12670.0,3257.79,7,2011-11-29 15:23:00,9,1,Loyal High-Value
12671.0,2567.88,1,2010-04-12 16:30:00,605,3,Lost or Dormant
12672.0,387.55,2,2011-01-14 09:20:00,329,3,Lost or Dormant
12673.0,1026.42,3,2011-12-04 13:55:00,4,0,Occasional Shopper
12674.0,1778.2,4,2011-11-01 12:12:00,38,2,Mid-Tier Customer
12675.0,748.7,2,2010-06-04 09:49:00,553,3,Lost or Dormant
12676.0,2068.04,10,2011-11-15 12:25:00,24,1,Loyal High-Value
12677.0,339.6,2,2010-06-02 14:30:00,554,3,Lost or Dormant
12679.0,868.02,4,2011-10-12 12:30:00,58,0,Occasional Shopper
12680.0,790.81,4,2011-12-09 12:50:00,0,0,Occasional Shopper
12684.0,2073.63,6,2011-12-02 09:53:00,7,2,Mid-Tier Customer
12685.0,2407.37,6,2011-11-11 13:46:00,27,2,Mid-Tier Customer
12686.0,142.28,1,2010-12-03 09:51:00,371,3,Lost or Dormant
12687.0,1712.84,1,2010-08-16 12:12:00,480,3,Lost or Dormant
12688.0,4501.39,1,2011-08-18 08:49:00,113,2,Mid-Tier Customer
12689.0,1098.41,2,2011-11-14 08:31:00,25,0,Occasional Shopper
12690.0,335.01,1,2011-05-18 09:09:00,205,0,Occasional Shopper
12691.0,1044.4,6,2011-11-11 16:49:00,27,2,Mid-Tier Customer
12692.0,93.4,1,2010-03-12 14:02:00,636,3,Lost or Dormant
12693.0,1232.65,7,2011-08-04 17:51:00,126,2,Mid-Tier Customer
12694.0,1632.75,3,2011-09-30 13:06:00,69,2,Mid-Tier Customer
12695.0,1285.77,7,2011-12-02 13:22:00,6,2,Mid-Tier Customer
12696.0,631.86,2,2010-10-01 10:43:00,434,3,Lost or Dormant
12697.0,757.59,3,2011-11-11 08:47:00,28,0,Occasional Shopper
12698.0,285.75,1,2010-04-28 15:51:00,589,3,Lost or Dormant
12699.0,495.73,1,2010-10-18 12:07:00,417,3,Lost or Dormant
12700.0,4315.83,4,2011-12-02 10:47:00,7,1,Loyal High-Value
12701.0,2119.71,6,2011-09-21 10:47:00,79,2,Mid-Tier Customer
12702.0,183.3,1,2011-11-20 10:36:00,19,0,Occasional Shopper
12703.0,828.58,4,2011-09-29 17:52:00,70,0,Occasional Shopper
12704.0,1487.09,8,2011-12-02 13:15:00,6,2,Mid-Tier Customer
12707.0,603.42,1,2011-02-21 08:38:00,291,3,Lost or Dormant
12710.0,973.72,3,2011-09-04 12:00:00,96,0,Occasional Shopper
12711.0,1153.38,2,2010-04-07 11:59:00,611,3,Lost or Dormant
12713.0,694.9499999999999,1,2011-12-09 12:16:00,0,0,Occasional Shopper
12715.0,253.06,1,2011-08-25 15:22:00,105,0,Occasional Shopper
12716.0,933.19,2,2011-12-06 08:55:00,3,0,Occasional Shopper
12717.0,995.01,3,2011-07-11 14:47:00,150,0,Occasional Shopper
12718.0,169.4,1,2011-09-29 16:38:00,70,0,Occasional Shopper
12719.0,511.35,2,2011-12-04 13:45:00,4,0,Occasional Shopper
12721.0,3183.89,8,2011-11-08 12:13:00,31,1,Loyal High-Value
12722.0,860.35,4,2011-09-15 14:50:00,84,0,Occasional Shopper
12723.0,697.59,5,2011-12-06 10:19:00,3,0,Occasional Shopper
12724.0,1946.52,7,2011-12-04 16:02:00,4,2,Mid-Tier Customer
12725.0,1687.79,3,2010-12-03 15:45:00,370,3,Lost or Dormant
12726.0,3690.6,11,2011-11-11 13:35:00,27,1,Loyal High-Value
12727.0,3929.65,10,2011-11-29 11:46:00,10,1,Loyal High-Value
12728.0,843.43,5,2011-09-29 15:31:00,70,2,Mid-Tier Customer
12729.0,417.01,1,2011-08-18 11:40:00,113,0,Occasional Shopper
12730.0,548.0,1,2010-07-06 12:19:00,521,3,Lost or Dormant
12732.0,218.26000000000002,1,2011-06-13 11:33:00,179,0,Occasional Shopper
12733.0,2080.47,4,2011-04-19 16:19:00,233,2,Mid-Tier Customer
12734.0,354.34999999999997,3,2010-12-22 12:47:00,352,3,Lost or Dormant
12735.0,676.97,2,2011-01-28 13:37:00,314,3,Lost or Dormant
12736.0,144.0,1,2011-01-11 07:57:00,332,3,Lost or Dormant
12738.0,274.7,1,2010-12-02 18:27:00,371,3,Lost or Dormant
12739.0,2004.4299999999998,2,2011-09-01 17:45:00,98,2,Mid-Tier Customer
12740.0,427.6,1,2011-10-07 10:44:00,63,0,Occasional Shopper
12741.0,221.07,1,2010-06-24 16:24:00,532,3,Lost or Dormant
12742.0,914.18,1,2010-03-24 12:43:00,625,3,Lost or Dormant
12743.0,500.84,2,2011-07-28 16:21:00,133,0,Occasional Shopper
12745.0,662.67,2,2010-08-10 10:14:00,486,3,Lost or Dormant
12746.0,238.65,1,2010-06-17 10:41:00,540,3,Lost or Dormant
12750.0,224.7,1,2011-08-03 09:13:00,128,0,Occasional Shopper
12751.0,206.58,1,2010-09-21 12:49:00,444,3,Lost or Dormant
12752.0,3107.78,1,2011-09-19 13:32:00,80,2,Mid-Tier Customer
12754.0,3010.74,3,2011-04-18 09:00:00,235,2,Mid-Tier Customer
12756.0,112.07999999999998,1,2011-09-14 09:31:00,86,0,Occasional Shopper
12757.0,4003.95,9,2011-11-24 12:30:00,15,1,Loyal High-Value
12759.0,3990.82,8,2011-10-18 14:49:00,51,1,Loyal High-Value
12760.0,290.26,1,2010-09-10 08:50:00,455,3,Lost or Dormant
12761.0,559.95,1,2010-09-01 10:47:00,464,3,Lost or Dormant
12762.0,1702.52,2,2011-12-02 10:23:00,7,0,Occasional Shopper
12763.0,793.76,2,2011-07-24 14:12:00,137,0,Occasional Shopper
12764.0,1663.58,1,2011-01-27 10:19:00,316,3,Lost or Dormant
12765.0,1121.62,6,2010-08-24 13:51:00,471,3,Lost or Dormant
12767.0,793.82,1,2010-11-29 09:38:00,375,3,Lost or Dormant
12768.0,115.59,1,2010-09-15 12:08:00,450,3,Lost or Dormant
12769.0,1069.65,1,2011-04-15 10:25:00,238,0,Occasional Shopper
12770.0,3081.45,2,2011-05-13 09:33:00,210,2,Mid-Tier Customer
12771.0,206.4,1,2010-08-11 11:51:00,485,3,Lost or Dormant
12772.0,673.97,1,2011-10-11 09:19:00,59,0,Occasional Shopper
12773.0,115.46000000000001,1,2010-05-24 17:30:00,563,3,Lost or Dormant
12774.0,66.0,1,2010-06-22 10:38:00,535,3,Lost or Dormant
12775.0,1278.92,7,2011-11-22 16:33:00,16,2,Mid-Tier Customer
12776.0,17.0,1,2010-02-10 12:11:00,667,3,Lost or Dormant
12777.0,472.95,1,2010-09-08 11:35:00,457,3,Lost or Dormant
12778.0,1395.81,9,2011-11-20 11:30:00,19,2,Mid-Tier Customer
12780.0,322.4,1,2010-04-20 09:40:00,598,3,Lost or Dormant
12781.0,664.58,2,2011-10-07 10:37:00,63,0,Occasional Shopper
12782.0,3465.44,11,2011-12-05 09:16:00,4,1,Loyal High-Value
12783.0,1194.59,4,2011-12-07 15:56:00,1,2,Mid-Tier Customer
12784.0,1453.1,2,2011-11-24 12:53:00,14,0,Occasional Shopper
12785.0,867.2,3,2010-12-10 13:48:00,363,3,Lost or Dormant
12786.0,622.0,1,2010-04-09 12:12:00,609,3,Lost or Dormant
12787.0,769.58,4,2011-11-30 08:44:00,9,0,Occasional Shopper
12788.0,384.9,4,2010-09-02 14:21:00,462,3,Lost or Dormant
